Nome: SAO CARLOS
Codigo Estacao: 83726
Latitude: -21.98027777
Longitude: -47.88388888
Altitude: 859.77
Situacao: Operante
Data Inicial: 2019-01-01
Data Final: 2023-09-08
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2019-09-16;null;null;0;33,9;26,18;23,7;null;52;1,5;
2019-09-17;7,6;9;0;34,6;25,52;18,9;null;40;1,5;
2019-09-18;8,2;9;0;34,8;27,1;20,9;null;40;3;
2019-09-19;9;6,1;0;34,4;26,06;19;null;44;,5;
2019-09-20;8,4;2,8;0;30,7;24,12;20,3;null;50;2;
2019-09-21;4,2;6,7;,3;31,7;22,22;18,2;null;73;2;
2019-09-22;null;null;null;null;null;null;null;78;null;
2019-09-23;null;null;0;25,8;18,24;15,8;null;64;4;
2019-09-24;5,7;7,5;0;29,8;21,58;14,3;null;63;4;
2019-09-25;4,5;0;13,6;22,4;18;15,6;null;63;2;
2019-09-26;,3;0;7,6;19,3;16,92;14,9;null;93;,5;
2019-09-27;,5;8,5;6,3;25,2;18,98;14,5;null;70;4,5;
2019-09-28;4;8,2;0;27,9;19,62;13,2;null;63;4;
2019-09-29;null;null;null;null;null;null;null;75;null;
2019-09-30;null;null;0;31,2;23,84;21,9;null;63;2;
2019-10-01;null;null;0;33,7;24,2;17,4;null;59;2;
2019-10-02;6,4;9,6;0;34,7;25,7;19,5;null;52;,5;
2019-10-03;7,6;null;0;32,3;25,58;20,5;null;45;3;
2019-10-04;10,2;9,2;0;33,3;23,36;14,6;null;31;3;
2019-10-05;7,5;9,5;0;34,1;24,9;18,8;null;51;2;
2019-10-06;null;null;0;null;null;null;null;53;null;
2019-10-07;null;null;0;29,3;22,08;20;null;79;3;
2019-10-08;8,1;0;0;25,5;20,44;17,4;null;80;,5;
2019-10-09;1,6;1;10,2;26,9;21,2;17,1;null;90;1;
2019-10-10;2,2;5,5;0;29,4;22,08;16,8;null;74;4;
2019-10-11;4,1;9;0;31,5;24,2;17,8;null;66;4;
2019-10-12;5,5;9,4;0;33,7;25,2;18,4;null;56;1,5;
2019-10-13;null;null;null;null;null;null;null;66;null;
2019-10-14;null;null;0;35,1;27,62;24,8;null;44;1,5;
2019-10-15;8,1;1,3;0;29,7;22,12;18,9;null;60;4,5;
2019-10-16;5;8,7;0;32,4;25,16;17,5;null;53;4;
2019-10-17;6,8;8,6;0;33,6;25,78;18,8;null;57;2,5;
2019-10-18;6,7;4,4;0;33,4;25,68;20,9;null;64;1;
2019-10-19;3,7;6,2;26,1;31,1;23,24;18,2;null;62;3;
2019-10-20;null;null;0;null;null;null;null;73;null;
2019-10-21;null;null;0;24,9;19,24;17,1;null;87;2;
2019-10-22;1,4;4,2;3,5;25,3;19,98;15,6;null;81;1,5;
2019-10-23;2,4;9,5;0;30,9;23,24;16,6;null;58;3;
2019-10-24;4,2;8,9;0;32,8;24,14;17,5;null;66;2;
2019-10-25;5,5;9,1;0;34,4;25,82;18,8;null;58;1;
2019-10-26;3,2;7,7;0;33,8;26,04;20,5;null;58;3;
2019-10-27;null;null;0;null;null;null;null;63;null;
2019-10-28;null;null;0;29,2;23,12;19,9;null;86;1;
2019-10-29;2,9;6,8;0;32,2;24,28;19,3;null;75;3;
2019-10-30;4,2;8,7;4,6;32,5;24,16;19,2;null;72;5;
2019-10-31;5,6;9,9;1;31,8;25,34;19,6;null;67;2;
2019-11-01;6,3;10,3;0;31,7;24,96;19,6;null;68;3;
2019-11-02;5,7;9,6;0;32,3;24,9;18,8;null;65;2;
2019-11-03;null;null;null;null;null;null;null;66;null;
2019-11-04;null;null;0;34,9;null;null;null;63;1;
2019-11-05;5,9;6,4;14,8;31,6;22,74;19,9;null;63;4;
2019-11-06;3,4;3;23,4;27,7;21,88;19,2;null;88;4;
2019-11-07;3,2;5;0;30,3;23,46;17,8;null;72;3;
2019-11-08;3,6;0;0;25;21,48;18,8;null;81;2;
2019-11-09;1;3,2;27,5;29,4;23,32;19,7;null;85;1;
2019-11-10;null;null;null;null;null;null;null;87;null;
2019-11-11;null;null;0;28,5;23;20,8;null;75;4;
2019-11-12;3,8;7,4;0;29,8;23,42;18,3;null;76;3;
2019-11-13;4,7;7,3;0;30;23,14;18,3;null;68;4;
2019-11-14;2,8;1,5;16;27,1;21,42;18,9;null;85;2,5;
2019-11-15;2,2;,8;21,2;24,3;20,72;19,4;null;98;2;
2019-11-16;1,6;10,9;2,3;27,9;21,74;16,2;null;58;2;
2019-11-17;null;null;null;null;null;null;null;71;null;
2019-11-18;null;null;0;31,9;24,7;22,7;null;76;3;
2019-11-19;4,6;10,2;0;31,7;24,36;17,4;null;71;3;
2019-11-20;4,3;6,1;0;30,5;23,58;18,3;null;69;3;
2019-11-21;4;10,1;1,8;30,4;23,58;18,9;null;73;1;
2019-11-22;3,3;7,9;0;31;23,22;18,5;null;67;1,5;
2019-11-23;3,1;8,8;5,4;31,6;23,46;18,6;null;75;4;
2019-11-24;null;null;null;null;null;null;null;87;null;
2019-11-25;null;null;0;28,4;22,78;21,3;null;73;2;
2019-11-26;3;10,2;0;30,8;24,38;17,7;null;70;3;
2019-11-27;4,8;3,4;0;28,9;23,3;20,7;null;74;2;
2019-11-28;2,2;1,9;21,9;25,1;20,86;18,8;null;84;2,5;
2019-11-29;2,1;7;0;28;22,54;15,3;null;71;2;
2019-11-30;2,6;3,5;11,2;29,4;24,04;20,6;null;86;2;
2019-12-01;null;null;null;null;null;null;null;94;null;
2019-12-02;null;null;null;27;21,68;19,8;null;73;3;
2019-12-03;3,6;4,9;0;28,7;22,14;15,3;null;80;1;
2019-12-04;3,2;4,2;0;29;23,36;20;null;77;1;
2019-12-05;1,9;,1;9,6;26,3;21,92;20,2;null;91;,5;
2019-12-06;,7;0;15,5;25,6;21,6;20;null;97;,5;
2019-12-07;,9;8,4;6,6;29,3;23,5;18,8;null;63;2;
2019-12-08;null;null;null;null;null;null;null;67;null;
2019-12-09;null;null;0;30,9;23,22;20,4;null;75;2;
2019-12-10;2,5;,9;9,6;25,5;22,6;20,5;null;92;1;
2019-12-11;1;0;15,7;22,6;20,74;19;null;90;1;
2019-12-12;,7;2,6;4,4;26,8;22,32;18,7;null;84;1;
2019-12-13;1,7;3,9;0;29,7;23,36;19,2;null;81;2;
2019-12-14;2,9;3,1;,4;29,9;24,42;20,2;null;79;2;
2019-12-15;null;null;null;null;null;null;null;77;null;
2019-12-16;null;null;null;null;null;null;null;null;null;
2019-12-17;null;null;null;null;null;null;null;null;null;
2019-12-18;null;null;null;null;null;null;null;null;null;
2019-12-19;null;null;null;null;null;null;null;null;null;
2019-12-20;null;null;null;null;null;null;null;null;null;
2019-12-21;null;null;null;null;null;null;null;null;null;
2019-12-22;null;null;null;null;null;null;null;null;null;
2019-12-23;null;null;null;null;null;null;null;null;null;
2019-12-24;null;null;null;null;null;null;null;null;null;
2019-12-25;null;null;null;null;null;null;null;null;null;
2019-12-26;null;null;null;null;null;null;null;null;null;
2019-12-27;null;null;null;null;null;null;null;null;null;
2019-12-28;null;null;null;null;null;null;null;null;null;
2019-12-29;null;null;null;null;null;null;null;null;null;
2019-12-30;null;null;null;null;null;null;null;null;null;
2019-12-31;null;null;null;null;null;null;null;null;null;
2020-01-01;null;null;null;null;null;null;null;null;null;
2020-01-02;null;null;null;null;null;null;null;null;null;
2020-01-03;null;null;null;null;null;null;null;null;null;
2020-01-04;null;null;null;null;null;null;null;null;null;
2020-01-05;null;null;null;null;null;null;null;null;null;
2020-01-06;null;null;null;28,5;null;null;null;null;1,5;
2020-01-07;2,4;9,2;10,8;30,7;23,52;19,7;null;77;3;
2020-01-08;2;3,8;40,2;28,4;22,96;20,1;null;89;1;
2020-01-09;1,4;,1;10;27,6;23,36;20,7;null;88;1;
2020-01-10;1;5,1;2,1;29,9;24,02;20;null;87;1;
2020-01-11;2,1;2,2;0;29,5;24,76;20,6;null;85;,5;
2020-01-12;null;null;null;null;null;null;null;92;null;
2020-01-13;null;null;null;27,7;24,3;22,9;null;80;1;
2020-01-14;2,2;2;0;29,7;24,06;19,5;null;84;1;
2020-01-15;2,7;10,2;0;32,8;25,94;19,9;null;76;,5;
2020-01-16;4,5;8,6;0;33,2;25,92;20,9;null;68;4;
2020-01-17;4,3;2,6;0;26,3;22,58;20,9;null;84;3;
2020-01-18;2,5;8,3;0;28,9;23,32;18,2;null;76;3;
2020-01-19;null;null;null;null;null;null;null;80;null;
2020-01-20;null;null;0;29,7;24,38;22,3;null;75;3;
2020-01-21;2,3;7,9;38,4;30,4;23,6;17;null;82;2;
2020-01-22;3,8;2,3;0;27,6;22,28;18,5;null;70;3;
2020-01-23;1,7;0;11,9;23,1;20,8;19,1;null;92;1;
2020-01-24;,8;6,4;32,6;26,3;21,1;18,2;null;91;4;
2020-01-25;3;11,1;0;28,5;21,62;16,3;null;78;2;
2020-01-26;null;null;null;null;null;null;null;78;null;
2020-01-27;null;null;0;31,6;25,78;23,6;null;47;,5;
2020-01-28;5,7;9,5;0;32,1;24,68;18,3;null;63;2;
2020-01-29;3,6;5,5;22,2;27,9;23,44;20,7;null;82;2;
2020-01-30;2;1,1;5,5;26,9;22,44;20,9;null;75;3;
2020-01-31;1;2;8,9;27,7;23,22;20;null;89;,5;
2020-02-01;1,7;0;5,3;26,7;22,5;20,4;null;81;1;
2020-02-02;null;null;null;null;null;null;null;97;null;
2020-02-03;null;null;null;28,8;22,98;20,5;null;83;1;
2020-02-04;1,5;3,2;1,8;29,3;23,02;19,8;null;84;2;
2020-02-05;1,9;2,5;10,5;30,1;23,06;20,2;null;93;2;
